PII,country,points,price
21502,Italy,94,75.0
21503,US,94,75.0
21504,Italy,94,63.0
21505,Italy,94,65.0
21506,Italy,94,85.0
21507,Italy,94,50.0
21508,Italy,94,42.0
21509,Italy,94,45.0
21510,Chile,86,12.0
21511,Chile,86,11.0
21512,US,86,16.0
21513,France,86,
21514,Italy,86,
21515,Portugal,86,10.0
21516,Spain,86,16.0
21517,US,86,14.0
21518,Italy,86,22.0
21519,Italy,86,18.0
21520,France,86,13.0
21521,Spain,86,17.0
21522,Chile,86,9.0
21523,Italy,86,
21524,US,86,20.0
21525,Spain,86,19.0
21526,Italy,86,
21527,US,86,14.0
21528,Spain,86,10.0
21529,US,86,29.0
21530,Italy,86,20.0
21531,Italy,86,
21532,Chile,86,10.0
21533,US,86,50.0
21534,France,86,10.0
21535,Chile,86,11.0
21536,US,86,30.0
21537,US,86,29.0
21538,Chile,86,12.0
21539,France,85,19.0
21540,US,94,62.0
21541,US,94,40.0
21542,Italy,94,90.0
21543,Australia,94,100.0
21544,Italy,94,65.0
21545,Italy,94,130.0
21546,France,94,225.0
21547,Italy,94,60.0
21548,Italy,94,99.0
21549,US,94,36.0
21550,Italy,94,40.0
21551,US,94,50.0
21552,Italy,94,70.0
21553,Italy,94,79.0
21554,Italy,94,73.0
21555,Hungary,94,764.0
21556,US,94,64.0
21557,Italy,94,85.0
21558,Italy,94,190.0
21559,US,94,60.0
21560,Italy,94,82.0
21561,US,94,50.0
21562,Italy,94,49.0
21563,Italy,94,72.0
21564,Italy,94,106.0
21565,Italy,94,75.0
21566,Italy,94,110.0
21567,US,94,40.0
21568,Italy,94,
21569,Italy,94,150.0
21570,France,85,
21571,Spain,85,10.0
21572,Italy,85,60.0
21573,US,85,20.0
21574,Chile,85,8.0
21575,Chile,85,11.0
21576,US,85,26.0
21577,Italy,85,
21578,US,85,10.0
21579,Chile,85,11.0
21580,US,85,17.0
21581,Italy,85,
21582,Italy,85,18.0
21583,Australia,85,9.0
21584,France,85,10.0
21585,Chile,85,11.0
21586,Australia,85,8.0
21587,Chile,85,11.0
21588,Spain,85,10.0
21589,US,85,13.0
21590,Italy,85,14.0
21591,US,85,59.0
21592,US,85,26.0
21593,Spain,85,8.0
21594,US,85,19.0
21595,Chile,85,13.0
21596,US,85,20.0
21597,Italy,85,22.0
21598,Spain,85,12.0
21599,US,85,11.0
21600,Italy,94,59.0
21601,Italy,94,
21602,Italy,94,50.0
21603,Italy,94,50.0
21604,Italy,94,64.0
21605,US,94,60.0
21606,Italy,94,75.0
21607,Italy,94,55.0
21608,Italy,94,
21609,US,94,55.0
21610,US,94,65.0
21611,Italy,94,50.0
21612,Italy,94,65.0
21613,US,94,46.0
21614,Italy,94,
21615,Italy,94,85.0
21616,Italy,94,70.0
21617,Italy,93,60.0
21618,Italy,93,50.0
21619,France,93,90.0
21620,Italy,93,75.0
21621,US,93,100.0
21622,US,93,55.0
21623,US,93,32.0
21624,Italy,93,49.0
21625,Italy,93,60.0
21626,Italy,93,80.0
21627,Italy,93,72.0
21628,US,93,47.0
21629,Italy,93,72.0
21630,Australia,85,12.0
21631,US,85,18.0
21632,US,85,30.0
21633,US,85,17.0
21634,Italy,85,25.0
21635,Spain,85,19.0
21636,Spain,85,12.0
21637,Australia,85,10.0
21638,Spain,85,14.0
21639,US,85,16.0
21640,Chile,85,11.0
21641,US,85,38.0
21642,US,85,44.0
21643,US,85,28.0
21644,Portugal,85,10.0
21645,Italy,85,
21646,Italy,85,
21647,Italy,85,15.0
21648,Australia,85,15.0
21649,US,85,10.0
21650,Italy,85,
21651,Australia,85,12.0
21652,US,85,20.0
21653,Italy,85,15.0
21654,Chile,85,8.0
21655,US,85,11.0
21656,US,85,28.0
21657,Spain,85,9.0
21658,France,85,11.0
21659,US,85,53.0
21660,Italy,93,75.0
21661,Australia,93,150.0
21662,Italy,93,60.0
21663,US,93,50.0
21664,US,93,45.0
21665,US,93,48.0
21666,Italy,93,94.0
21667,Australia,93,50.0
21668,France,93,150.0
21669,France,93,145.0
21670,Italy,93,90.0
21671,Italy,93,70.0
21672,Italy,93,153.0
21673,US,93,53.0
21674,Australia,93,75.0
21675,Italy,93,80.0
21676,US,93,42.0
21677,Italy,93,75.0
21678,France,93,44.0
21679,Italy,93,55.0
21680,US,93,42.0
21681,Italy,93,140.0
21682,US,93,32.0
21683,Italy,93,80.0
21684,US,93,15.0
21685,Italy,93,70.0
21686,US,93,37.0
21687,US,93,40.0
21688,US,93,47.0
21689,US,93,29.0
21690,Australia,85,11.0
21691,Portugal,85,
21692,Portugal,85,20.0
21693,Italy,85,29.0
21694,Italy,85,
21695,Spain,85,10.0
21696,France,85,18.0
21697,Chile,85,15.0
21698,France,85,27.0
21699,US,85,28.0
21700,France,85,14.0
21701,US,85,9.0
21702,US,85,20.0
21703,Spain,85,13.0
21704,US,85,10.0
21705,Spain,85,10.0
21706,US,85,55.0
21707,US,85,33.0
21708,Italy,85,
21709,Italy,85,13.0
21710,US,85,13.0
21711,US,85,20.0
21712,Italy,85,41.0
21713,France,85,12.0
21714,France,85,33.0
21715,France,85,20.0
21716,US,85,34.0
21717,Spain,85,10.0
21718,Portugal,85,13.0
21719,Chile,85,10.0
21720,Italy,93,25.0
21721,Italy,93,60.0
21722,Italy,93,90.0
21723,Italy,93,48.0
21724,South Africa,93,95.0
21725,Italy,93,60.0
21726,Italy,93,118.0
21727,Italy,93,120.0
21728,Italy,93,50.0
21729,Italy,93,62.0
21730,Italy,93,48.0
21731,France,93,140.0
21732,US,93,20.0
21733,US,93,21.0
21734,US,93,50.0
21735,US,93,46.0
21736,Italy,93,65.0
21737,Italy,93,30.0
21738,Italy,93,45.0
21739,Italy,93,55.0
21740,US,93,26.0
21741,US,93,75.0
21742,US,93,55.0
21743,Italy,93,47.0
21744,Italy,93,
21745,Italy,93,60.0
21746,Italy,93,63.0
21747,Italy,93,80.0
21748,Italy,93,52.0
21749,US,93,53.0
21750,Chile,85,13.0
21751,US,85,20.0
21752,Italy,85,18.0
21753,Spain,85,80.0
21754,Portugal,85,14.0
21755,US,85,21.0
21756,Portugal,84,5.0
21757,Portugal,84,
21758,Chile,84,25.0
21759,US,84,11.0
21760,US,84,14.0
21761,US,84,25.0
21762,US,84,18.0
21763,Chile,84,15.0
21764,US,84,15.0
21765,US,84,18.0
21766,Chile,84,19.0
21767,Italy,84,40.0
21768,Italy,84,
21769,Portugal,84,9.0
21770,US,84,25.0
21771,Portugal,84,24.0
21772,Australia,84,10.0
21773,Italy,84,
21774,France,84,12.0
21775,Italy,84,15.0
21776,US,84,60.0
21777,Italy,84,40.0
21778,Chile,84,22.0
21779,US,84,9.0
21780,Italy,93,75.0
21781,Italy,93,120.0
21782,US,93,22.0
21783,Italy,93,75.0
21784,Italy,93,60.0
21785,Italy,93,70.0
21786,US,93,42.0
21787,Italy,93,135.0
21788,US,93,95.0
21789,US,93,45.0
21790,Italy,93,90.0
21791,Italy,93,95.0
21792,Spain,93,183.0
21793,Italy,93,58.0
21794,Italy,93,50.0
21795,Italy,93,46.0
21796,Italy,93,40.0
21797,Italy,93,60.0
21798,US,93,37.0
21799,Italy,92,60.0
21800,US,92,39.0
21801,Italy,92,50.0
21802,Australia,92,50.0
21803,Italy,92,67.0
21804,Italy,92,82.0
21805,Italy,92,45.0
21806,Italy,92,
21807,Spain,92,130.0
21808,US,92,38.0
21809,Italy,92,50.0
21810,Italy,84,16.0
21811,Italy,84,
21812,Italy,84,16.0
21813,France,84,37.0
21814,France,84,15.0
21815,Chile,84,9.0
21816,US,84,30.0
21817,US,84,25.0
21818,Italy,84,30.0
21819,US,84,16.0
21820,US,84,30.0
21821,Portugal,84,18.0
21822,Italy,84,
21823,Spain,84,10.0
21824,Italy,84,25.0
21825,Chile,84,20.0
21826,US,84,10.0
21827,Italy,84,17.0
21828,Spain,84,69.0
21829,US,84,17.0
21830,France,84,9.0
21831,France,84,22.0
21832,US,84,15.0
21833,Spain,84,10.0
21834,Spain,84,10.0
21835,US,84,32.0
21836,US,84,25.0
21837,Spain,84,14.0
21838,Italy,84,38.0
21839,US,84,15.0
21840,Italy,92,50.0
21841,South Africa,92,30.0
21842,Italy,92,80.0
21843,Italy,92,42.0
21844,Italy,92,52.0
21845,US,92,45.0
21846,Italy,92,
21847,Italy,92,42.0
21848,South Africa,92,31.0
21849,Italy,92,
21850,US,92,36.0
21851,France,92,100.0
21852,US,92,65.0
21853,Australia,92,38.0
21854,South Africa,92,32.0
21855,Italy,92,39.0
21856,Italy,92,90.0
21857,US,92,44.0
21858,Italy,92,60.0
21859,Italy,92,
21860,Italy,92,
21861,US,92,45.0
21862,Italy,92,140.0
21863,Italy,92,110.0
21864,Italy,92,70.0
21865,US,92,125.0
21866,Italy,92,70.0
21867,US,92,21.0
21868,Italy,92,55.0
21869,Italy,92,55.0
21870,Chile,84,12.0
21871,Chile,84,32.0
21872,Spain,84,13.0
21873,Spain,84,18.0
21874,US,84,25.0
21875,Spain,84,17.0
21876,US,84,14.0
21877,US,84,21.0
21878,Italy,84,
21879,US,84,24.0
21880,US,84,24.0
21881,Chile,83,11.0
21882,US,83,15.0
21883,Italy,83,
21884,Italy,83,15.0
21885,US,83,14.0
21886,Spain,83,12.0
21887,Italy,83,
21888,Italy,83,
21889,Spain,83,
21890,Italy,83,12.0
21891,Italy,83,10.0
21892,US,83,32.0
21893,Chile,83,18.0
21894,US,83,14.0
21895,Italy,83,18.0
21896,Italy,83,9.0
21897,Chile,83,17.0
21898,Portugal,83,20.0
21899,Italy,83,15.0
21900,US,92,49.0
21901,Italy,92,150.0
21902,US,92,75.0
21903,US,92,45.0
21904,US,92,65.0
21905,Australia,92,28.0
21906,US,92,45.0
21907,Italy,92,130.0
21908,Italy,92,65.0
21909,Italy,92,50.0
21910,Italy,92,40.0
21911,Italy,92,61.0
21912,Italy,92,45.0
21913,Italy,92,60.0
21914,Italy,92,59.0
21915,Italy,92,60.0
21916,US,92,22.0
21917,US,92,42.0
21918,Italy,92,40.0
21919,US,92,35.0
21920,France,92,56.0
21921,Italy,92,50.0
21922,Italy,92,52.0
21923,US,92,40.0
21924,Italy,92,
21925,Italy,92,110.0
21926,Italy,92,90.0
21927,Italy,92,44.0
21928,US,92,34.0
21929,US,92,48.0
21930,Italy,83,13.0
21931,Italy,83,15.0
21932,Italy,83,10.0
21933,Italy,83,
21934,Portugal,83,7.0
21935,US,83,12.0
21936,Italy,83,15.0
21937,US,83,15.0
21938,Italy,83,25.0
21939,Chile,83,9.0
21940,Spain,83,13.0
21941,US,83,14.0
21942,Italy,83,13.0
21943,Spain,83,12.0
21944,Chile,83,12.0
21945,Italy,83,18.0
21946,Italy,83,13.0
21947,Spain,83,22.0
21948,US,83,18.0
21949,Italy,83,9.0
21950,US,83,18.0
21951,US,83,14.0
21952,Italy,83,13.0
21953,Italy,83,
21954,Italy,83,
21955,Italy,83,18.0
21956,Italy,83,18.0
21957,US,83,35.0
21958,US,83,21.0
21959,Chile,83,13.0
21960,Italy,92,60.0
21961,Italy,92,72.0
21962,Italy,92,50.0
21963,US,92,42.0
21964,Italy,92,50.0
21965,Italy,92,75.0
21966,Argentina,92,175.0
21967,Italy,92,100.0
21968,US,92,86.0
21969,Italy,92,60.0
21970,US,92,19.0
21971,Italy,92,75.0
21972,US,92,32.0
21973,Italy,92,80.0
21974,Spain,92,212.0
21975,Italy,92,
21976,Argentina,92,30.0
21977,US,92,35.0
21978,Spain,92,63.0
21979,Italy,92,115.0
21980,Italy,92,80.0
21981,Italy,92,65.0
21982,Italy,92,90.0
21983,US,92,28.0
21984,Australia,92,38.0
21985,US,92,35.0
21986,Hungary,92,43.0
21987,Italy,92,95.0
21988,US,92,26.0
21989,Argentina,92,50.0
21990,Chile,83,16.0
21991,US,83,15.0
21992,US,83,18.0
21993,Italy,83,15.0
21994,US,83,12.0
21995,US,82,18.0
21996,Italy,82,
21997,France,82,28.0
21998,Spain,82,9.0
21999,Chile,82,7.0
22000,France,82,10.0
22001,Chile,82,6.0
22002,Italy,82,14.0
22003,Italy,82,
22004,US,82,25.0
22005,Spain,82,11.0
22006,Italy,82,8.0
22007,US,82,20.0
22008,US,82,12.0
22009,US,82,10.0
22010,Spain,82,9.0
22011,Italy,82,
22012,Italy,82,
22013,US,82,24.0
22014,Italy,82,
22015,Italy,82,16.0
22016,US,82,24.0
22017,US,82,15.0
22018,Chile,82,17.0
22019,Italy,82,
22020,Australia,92,125.0
22021,US,91,42.0
22022,Italy,91,55.0
22023,US,91,44.0
22024,Italy,91,80.0
22025,Italy,91,90.0
22026,US,91,42.0
22027,Australia,91,20.0
22028,Spain,91,68.0
22029,Australia,91,20.0
22030,Argentina,91,80.0
22031,US,91,75.0
22032,South Africa,91,30.0
22033,Italy,91,40.0
22034,US,91,25.0
22035,US,91,24.0
22036,Italy,91,60.0
22037,Italy,91,130.0
22038,Italy,91,65.0
22039,Italy,91,65.0
22040,Italy,91,90.0
22041,US,91,32.0
22042,US,91,35.0
22043,Italy,91,
22044,Italy,91,37.0
22045,Italy,91,59.0
22046,Italy,91,70.0
22047,Australia,91,24.0
22048,US,91,68.0
22049,Italy,91,
22050,Chile,82,16.0
22051,Chile,82,14.0
22052,Chile,82,12.0
22053,US,81,18.0
22054,US,81,29.0
22055,Chile,81,22.0
22056,US,81,18.0
22057,Chile,81,12.0
22058,Spain,81,11.0
22059,Chile,81,10.0
22060,Chile,80,11.0
22061,Spain,80,13.0
22062,New Zealand,87,17.0
22063,Italy,97,90.0
22064,Italy,97,
22065,US,97,85.0
22066,US,96,44.0
22067,US,96,44.0
22068,Italy,96,90.0
22069,France,95,
22070,France,95,
22071,US,95,42.0
22072,France,95,115.0
22073,Austria,95,
22074,France,95,95.0
22075,France,95,
22076,Austria,95,70.0
22077,France,95,
22078,US,95,89.0
22079,US,95,20.0
22080,US,91,40.0
22081,Hungary,91,20.0
22082,Italy,91,60.0
22083,US,91,22.0
22084,Italy,91,30.0
22085,US,91,20.0
22086,South Africa,91,38.0
22087,Australia,91,36.0
22088,South Africa,91,28.0
22089,US,91,30.0
22090,US,91,28.0
22091,Italy,91,67.0
22092,US,91,45.0
22093,Italy,91,105.0
22094,Spain,91,125.0
22095,Italy,91,88.0
22096,Australia,91,20.0
22097,US,91,32.0
22098,Italy,91,70.0
22099,Italy,91,70.0
22100,US,91,12.0
22101,Italy,91,58.0
22102,Italy,91,
22103,US,91,125.0
22104,Italy,91,79.0
22105,South Africa,91,38.0
22106,South Africa,91,20.0
22107,Australia,91,50.0
22108,Australia,91,29.0
22109,Australia,91,50.0
22110,US,95,125.0
22111,US,95,38.0
22112,France,95,
22113,US,95,85.0
22114,France,95,
22115,Italy,95,40.0
22116,Italy,95,
22117,Argentina,95,50.0
22118,US,95,39.0
22119,US,95,85.0
22120,Italy,95,88.0
22121,US,95,75.0
22122,France,94,80.0
22123,France,94,
22124,Italy,94,39.0
22125,Italy,94,88.0
22126,France,94,
22127,Italy,94,50.0
22128,US,94,35.0
22129,US,94,36.0
22130,France,94,
22131,US,94,170.0
22132,France,94,
22133,Italy,94,
22134,US,94,50.0
22135,US,94,50.0
22136,US,94,80.0
22137,US,94,55.0
22138,US,94,75.0
22139,France,94,
22140,France,91,70.0
22141,Italy,91,75.0
22142,Italy,91,49.0
22143,Italy,91,60.0
22144,Spain,91,49.0
22145,Italy,91,167.0
22146,Italy,91,79.0
22147,South Africa,91,33.0
22148,US,91,49.0
22149,Italy,91,60.0
22150,Spain,91,42.0
22151,Italy,91,40.0
22152,Italy,91,
22153,France,91,50.0
22154,Italy,91,
22155,South Africa,91,20.0
22156,Italy,91,45.0
22157,France,91,115.0
22158,Italy,91,
22159,Australia,91,22.0
22160,Australia,91,65.0
22161,Italy,91,15.0
22162,Italy,91,38.0
22163,Italy,91,
22164,Spain,91,20.0
22165,Australia,91,25.0
22166,Italy,90,45.0
22167,Spain,90,34.0
22168,US,90,35.0
22169,Argentina,90,167.0
22170,France,94,169.0
22171,Italy,94,55.0
22172,US,94,46.0
22173,US,94,48.0
22174,US,94,55.0
22175,US,94,50.0
22176,Italy,94,63.0
22177,France,94,
22178,France,94,
22179,US,94,35.0
22180,Austria,94,50.0
22181,France,94,53.0
22182,US,94,60.0
22183,US,94,160.0
22184,France,94,285.0
22185,US,94,36.0
22186,France,94,
22187,France,94,115.0
22188,France,94,
22189,France,94,280.0
22190,France,94,
22191,France,94,
22192,US,94,22.0
22193,US,94,125.0
22194,US,94,60.0
22195,US,93,30.0
22196,US,93,45.0
22197,US,93,70.0
22198,France,93,
22199,France,93,
22200,US,90,65.0
22201,Italy,90,30.0
22202,Italy,90,45.0
22203,Spain,90,29.0
22204,US,90,16.0
22205,South Africa,90,25.0
22206,Italy,90,80.0
22207,Italy,90,53.0
22208,Argentina,90,15.0
22209,US,90,14.0
22210,Italy,90,50.0
22211,US,90,75.0
22212,US,90,36.0
22213,US,90,36.0
22214,US,90,50.0
22215,Italy,90,
22216,US,90,22.0
22217,US,90,20.0
22218,South Africa,90,24.0
22219,Italy,90,79.0
22220,Italy,90,27.0
22221,US,90,55.0
22222,US,90,25.0
22223,US,90,40.0
22224,Spain,90,15.0
22225,US,90,26.0
22226,Spain,90,30.0
22227,Italy,90,55.0
22228,Australia,90,18.0
22229,South Africa,90,23.0
22230,France,93,
22231,France,93,
22232,Argentina,93,120.0
22233,France,93,
22234,France,93,
22235,Italy,93,
22236,US,93,50.0
22237,US,93,60.0
22238,US,93,50.0
22239,US,93,26.0
22240,Italy,93,
22241,France,93,
22242,Italy,93,
22243,Argentina,93,50.0
22244,France,93,
22245,France,93,
22246,Italy,93,40.0
22247,US,93,32.0
22248,US,93,65.0
22249,US,93,45.0
22250,Italy,93,31.0
22251,Italy,93,55.0
22252,France,93,
22253,Italy,93,42.0
22254,France,93,
22255,France,93,
22256,US,93,30.0
22257,France,93,
22258,US,93,125.0
22259,Austria,93,39.0
22260,US,90,36.0
22261,Australia,90,20.0
22262,South Africa,90,17.0
22263,US,90,25.0
22264,Spain,90,15.0
22265,Italy,90,15.0
22266,US,90,32.0
22267,Spain,90,22.0
22268,Spain,90,42.0
22269,Spain,90,73.0
22270,US,90,34.0
22271,US,90,18.0
22272,Italy,90,55.0
22273,South Africa,90,22.0
22274,France,90,34.0
22275,Australia,90,15.0
22276,Australia,90,20.0
22277,Italy,90,
22278,US,90,15.0
22279,US,90,42.0
22280,US,90,45.0
22281,US,90,19.0
22282,US,90,30.0
22283,Italy,90,
22284,Australia,90,20.0
22285,US,90,125.0
22286,US,90,45.0
22287,US,90,40.0
22288,Italy,90,23.0
22289,Italy,90,45.0
22290,Chile,93,86.0
22291,US,93,35.0
22292,France,93,53.0
22293,US,93,40.0
22294,Austria,93,45.0
22295,Italy,93,33.0
22296,US,93,38.0
22297,France,93,
22298,France,93,
22299,France,93,230.0
22300,France,93,
22301,Italy,93,140.0
22302,Italy,93,
22303,US,93,60.0
22304,US,93,36.0
22305,US,93,42.0
22306,US,93,20.0
22307,Austria,93,40.0
22308,US,93,28.0
22309,France,93,279.0
22310,France,93,
22311,US,93,40.0
22312,France,93,78.0
22313,France,93,
22314,Austria,93,35.0
22315,Italy,93,30.0
22316,France,93,
22317,France,93,
22318,US,93,55.0
22319,Italy,93,44.0
22320,Italy,90,
22321,US,90,27.0
22322,US,90,36.0
22323,South Africa,90,21.0
22324,Italy,90,79.0
22325,Australia,90,20.0
22326,France,90,21.0
22327,Italy,90,45.0
22328,Italy,90,32.0
22329,Italy,90,50.0
22330,South Africa,90,25.0
22331,US,90,25.0
22332,Spain,90,42.0
22333,US,90,65.0
22334,Australia,90,40.0
22335,France,90,24.0
22336,US,90,25.0
22337,Argentina,90,25.0
22338,Spain,90,52.0
22339,US,90,25.0
22340,South Africa,90,42.0
22341,Italy,90,17.0
22342,US,90,36.0
22343,US,90,32.0
22344,South Africa,90,32.0
22345,US,90,25.0
22346,US,90,25.0
22347,France,90,65.0
22348,US,90,49.0
22349,US,90,34.0
22350,US,93,37.0
22351,US,92,19.0
22352,Austria,92,53.0
22353,Italy,92,56.0
22354,France,92,
22355,US,92,32.0
22356,France,92,85.0
22357,Argentina,92,45.0
22358,Italy,92,
22359,France,92,
22360,Italy,92,
22361,US,92,65.0
22362,US,92,18.0
22363,US,92,36.0
22364,Italy,92,50.0
22365,US,92,55.0
22366,US,92,55.0
22367,US,92,28.0
22368,Chile,92,43.0
22369,US,92,42.0
22370,US,92,65.0
22371,Italy,92,63.0
22372,US,92,25.0
22373,US,92,45.0
22374,US,92,75.0
22375,France,92,
22376,France,92,
22377,Italy,92,
22378,US,92,35.0
22379,France,92,
22380,US,90,30.0
22381,US,90,32.0
22382,Australia,90,21.0
22383,US,90,38.0
22384,Italy,90,
22385,Italy,90,21.0
22386,Spain,90,21.0
22387,Italy,90,30.0
22388,US,90,26.0
22389,US,90,34.0
22390,Australia,90,22.0
22391,Australia,90,69.0
22392,Argentina,90,19.0
22393,US,90,38.0
22394,US,90,28.0
22395,US,90,28.0
22396,Australia,90,15.0
22397,US,90,18.0
22398,US,89,22.0
22399,Italy,89,15.0
22400,US,89,21.0
22401,US,89,25.0
22402,Italy,89,45.0
22403,Australia,89,23.0
22404,France,89,25.0
22405,US,89,37.0
22406,Australia,89,70.0
22407,Italy,89,40.0
22408,Argentina,89,16.0
22409,Italy,89,26.0
22410,Austria,92,
22411,US,92,55.0
22412,US,92,30.0
22413,US,92,28.0
22414,US,92,38.0
22415,US,92,150.0
22416,Argentina,92,25.0
22417,France,92,
22418,US,92,25.0
22419,US,92,22.0
22420,US,92,120.0
22421,US,92,75.0
22422,France,92,
22423,France,92,249.0
22424,US,92,45.0
22425,France,92,
22426,US,92,30.0
22427,US,92,30.0
22428,US,92,70.0
22429,US,92,70.0
22430,Italy,92,
22431,Argentina,92,42.0
22432,US,92,40.0
22433,US,92,70.0
22434,France,92,299.0
22435,France,92,229.0
22436,France,92,135.0
22437,US,92,15.0
22438,France,92,
22439,US,92,50.0
22440,US,89,24.0
22441,US,89,70.0
22442,Italy,89,22.0
22443,France,89,120.0
22444,Australia,89,16.0
22445,Italy,89,60.0
22446,Argentina,89,35.0
22447,France,89,55.0
22448,Italy,89,
22449,Spain,89,30.0
22450,US,89,40.0
22451,Italy,89,25.0
22452,US,89,95.0
22453,US,89,37.0
22454,Italy,89,18.0
22455,Spain,89,102.0
22456,Argentina,89,16.0
22457,Italy,89,35.0
22458,Italy,89,48.0
22459,France,89,21.0
22460,Italy,89,36.0
22461,Italy,89,45.0
22462,South Africa,89,15.0
22463,Italy,89,60.0
22464,US,89,45.0
22465,US,89,32.0
22466,Italy,89,50.0
22467,US,89,30.0
22468,US,89,45.0
22469,Italy,89,37.0
22470,France,92,
22471,US,92,65.0
22472,US,92,60.0
22473,Italy,92,30.0
22474,Italy,92,42.0
22475,France,92,
22476,France,92,
22477,US,92,28.0
22478,France,92,
22479,France,92,
22480,Italy,92,37.0
22481,US,92,35.0
22482,US,92,56.0
22483,US,92,70.0
22484,US,92,80.0
22485,France,92,
22486,Austria,92,
22487,US,92,42.0
22488,US,92,22.0
22489,Chile,92,120.0
22490,US,92,60.0
22491,US,92,34.0
22492,US,92,42.0
22493,US,92,32.0
22494,Italy,92,75.0
22495,US,92,38.0
22496,Austria,92,42.0
22497,US,92,60.0
22498,US,92,55.0
22499,Italy,92,40.0
22500,Italy,89,25.0
22501,Romania,89,20.0
22502,France,89,40.0
22503,US,89,47.0
22504,South Africa,89,15.0
22505,South Africa,89,18.0
22506,US,89,36.0
22507,Australia,89,12.0
22508,Argentina,89,19.0
22509,US,89,65.0
22510,Italy,89,40.0
22511,Italy,89,20.0
22512,Italy,89,
22513,Italy,89,50.0
22514,South Africa,89,19.0
22515,Croatia,89,65.0
22516,Spain,89,20.0
22517,Italy,89,45.0
22518,Italy,89,80.0
22519,Italy,89,80.0
22520,Italy,89,90.0
22521,US,89,12.0
22522,US,89,55.0
22523,Italy,89,50.0
22524,Italy,89,46.0
22525,US,89,45.0
22526,Spain,89,15.0
22527,Italy,89,
22528,Italy,89,50.0
22529,Australia,89,14.0
22530,Italy,92,30.0
22531,US,92,36.0
22532,Italy,92,
22533,Italy,92,
22534,US,92,39.0
22535,Australia,92,75.0
22536,France,91,45.0
22537,US,91,45.0
22538,France,91,37.0
22539,France,91,
22540,Italy,91,29.0
22541,US,91,37.0
22542,France,91,
22543,France,91,
22544,US,91,16.0
22545,US,91,25.0
22546,Italy,91,
22547,US,91,38.0
22548,Austria,91,37.0
22549,South Africa,91,42.0
22550,Argentina,91,70.0
22551,US,91,55.0
22552,Austria,91,25.0
22553,US,91,49.0
22554,Italy,91,
22555,US,91,40.0
22556,US,91,48.0
22557,Austria,91,
22558,US,91,38.0
22559,South Africa,91,31.0
22560,Australia,89,20.0
22561,France,89,18.0
22562,US,89,48.0
22563,Argentina,89,22.0
22564,US,89,26.0
22565,Italy,89,
22566,US,89,100.0
22567,South Africa,89,15.0
22568,Australia,89,40.0
22569,Italy,89,40.0
22570,Italy,89,54.0
22571,Argentina,89,20.0
22572,US,89,45.0
22573,Italy,89,68.0
22574,France,89,120.0
22575,Italy,89,25.0
22576,Romania,89,47.0
22577,US,89,24.0
22578,Argentina,89,25.0
22579,South Africa,89,19.0
22580,Spain,89,19.0
22581,Argentina,89,55.0
22582,Spain,88,25.0
22583,US,88,48.0
22584,France,88,
22585,US,88,30.0
22586,Italy,88,
22587,Australia,88,13.0
22588,US,88,48.0
22589,US,88,32.0
22590,France,91,
22591,France,91,
22592,Australia,91,32.0
22593,Italy,91,25.0
22594,US,91,40.0
22595,Austria,91,25.0
22596,Italy,91,
22597,Italy,91,58.0
22598,France,91,24.0
22599,US,91,39.0
22600,France,91,24.0
22601,US,91,72.0
22602,France,91,
22603,France,91,
22604,France,91,
22605,Austria,91,
22606,France,91,
22607,France,91,
22608,US,91,65.0
22609,US,91,38.0
22610,US,91,25.0
22611,Austria,91,37.0
22612,US,91,68.0
22613,Italy,91,
22614,South Africa,91,37.0
22615,US,91,45.0
22616,France,91,
22617,US,91,29.0
22618,US,91,28.0
22619,US,91,24.0
22620,Italy,88,25.0
22621,Italy,88,59.0
22622,Italy,88,50.0
22623,Argentina,88,13.0
22624,Turkey,88,20.0
22625,Italy,88,
22626,US,88,30.0
22627,US,88,30.0
22628,US,88,35.0
22629,South Africa,88,23.0
22630,South Africa,88,13.0
22631,Italy,88,22.0
22632,Australia,88,10.0
22633,France,88,48.0
22634,Argentina,88,15.0
22635,US,88,15.0
22636,US,88,32.0
22637,Italy,88,17.0
22638,Italy,88,
22639,US,88,55.0
22640,Italy,88,16.0
22641,US,88,20.0
22642,US,88,25.0
22643,South Africa,88,20.0
22644,US,88,44.0
22645,Australia,88,19.0
22646,Italy,88,20.0
22647,US,88,45.0
22648,Italy,88,75.0
22649,US,88,21.0
22650,US,91,13.0
22651,Italy,91,34.0
22652,US,91,32.0
22653,Italy,91,
22654,France,91,120.0
22655,US,91,50.0
22656,US,91,25.0
22657,France,91,
22658,US,91,19.0
22659,US,91,62.0
22660,US,91,16.0
22661,US,91,32.0
22662,France,91,
22663,France,91,
22664,US,91,22.0
22665,France,91,51.0
22666,South Africa,91,75.0
22667,Austria,91,27.0
22668,US,91,60.0
22669,Austria,91,32.0
22670,France,91,350.0
22671,US,91,38.0
22672,Italy,91,
22673,US,91,42.0
22674,US,91,60.0
22675,France,91,
22676,US,91,35.0
22677,Italy,91,30.0
22678,US,91,24.0
22679,Chile,91,44.0
22680,Australia,88,22.0
22681,Australia,88,14.0
22682,Argentina,88,19.0
22683,Italy,88,140.0
22684,Italy,88,85.0
22685,US,88,40.0
22686,Australia,88,30.0
22687,US,88,36.0
22688,Italy,88,14.0
22689,Italy,88,
22690,South Africa,88,16.0
22691,US,88,28.0
