PII,country,designation
38618,France,Les Charmes
38619,Italy,Le Lodole
38620,US,Amaryllis
38621,Italy,Massimo Daldin
38622,US,Old Vine
38623,Italy,Dogajolo
38624,Italy,
38625,Hungary,3 Puttonyos Aszú
38626,US,Appellation Series
38627,US,Bien Nacido Vineyard
38628,US,Sorelle Per Sempre Sisters Forever Un-Oaked
38629,US,Revelation
38630,US,Camp Four Vineyard
38631,France,Sur Gamay Premier Cru
38632,France,
38633,Greece,Idyll
38634,US,
38635,Italy,
38636,US,
38637,Italy,Costa di Giulia
38638,Italy,Fossetti
38639,New Zealand,
38640,US,Cloud 9 Vineyards
38641,Spain,Conde de Valdemar Crianza
38642,US,Estate Grown
38643,US,Barrel Select
38644,Spain,
38645,Argentina,Triada
38646,Australia,Pocketwatch
38647,Argentina,Coleccion
38648,Argentina,Valle Las Acequias Clase A
38649,US,
38650,US,
38651,Argentina,Alta
38652,Spain,
38653,Argentina,1300
38654,Spain,Halcon
38655,Argentina,
38656,France,
38657,France,
38658,France,
38659,France,
38660,US,Estate Grown The Traveler
38661,France,
38662,Hungary,Aszú 6 Puttonyos
38663,France,Clos Saint-Jacques Premier Cru
38664,France,Petit Monts Premier Cru
38665,US,Harmonie
38666,US,Estate Bottled
38667,US,Russian River Selection
38668,US,The Narrows Vineyard
38669,France,
38670,Italy,Passo del Lupo Riserva
38671,US,Heritage Tree Vineyard Estate Rosé of Syrah
38672,France,
38673,France,Excellence
38674,US,Estate
38675,France,Tradition de Calavon
38676,US,Jane's Vineyard
38677,Italy,Extra Brut Riserva
38678,Germany,Ayer Kupp Spätlese
38679,Spain,Sierva
38680,US,"Monga Zin, Lopez Vineyard"
38681,Spain,Fauno Organic Grapes
38682,US,
38683,US,
38684,US,
38685,US,
38686,Chile,
38687,Spain,+7
38688,Italy,Thea Riserva
38689,Austria,Wein Manufaktur Krems
38690,US,Estate
38691,Chile,Reserva Privada
38692,US,
38693,Italy,Pregio del Conte
38694,Austria,
38695,US,Sangio Vetta
38696,US,Dry Rosé of
38697,Chile,Alwa Limited Edition
38698,US,
38699,France,
38700,Australia,Premium Brut Rosé
38701,US,
38702,US,Arbitrage
38703,Spain,Criança
38704,Italy,Ocra
38705,Chile,Albis
38706,Chile,Kuyen
38707,Italy,Poggio Scalette
38708,US,Slide Mountain Vineyard
38709,Portugal,Templários Colheita Seleccionada
38710,Portugal,
38711,Italy,Re di Renieri
38712,US,ReZerve
38713,Portugal,
38714,Italy,Caburnio
38715,Italy,Le Difese
38716,Italy,
38717,Italy,
38718,Italy,Giuseppe Olivi Memento
38719,US,Red Wine
38720,France,La Mère Grand
38721,Italy,Regina di Renieri
38722,Australia,Andreas Premium Polish Hill River
38723,France,Cru Réserve
38724,France,
38725,France,
38726,France,
38727,Italy,BelnerO
38728,Italy,Fattoria del Colle Cenerentola
38729,Italy,
38730,Portugal,Branco Reserva
38731,Portugal,Grainha
38732,US,Creston Valley Vineyard
38733,US,Z Gris
38734,France,
38735,Portugal,Termeão
38736,Portugal,Pequeño João
38737,France,
38738,France,Réserve
38739,Portugal,Cabriz Encruzado
38740,US,
38741,Portugal,Quinta do Rocio
38742,Portugal,Quinta do Cardo Reserva
38743,US,Old Vine
38744,South Africa,
38745,Portugal,Perfil
38746,US,Astra
38747,US,Freestone
38748,US,Montecillo Vineyard
38749,US,Estate
38750,US,
38751,US,Table 5
38752,US,10 Acre
38753,US,
38754,US,
38755,US,
38756,US,Special Reserve
38757,Portugal,Quinta do Sanguinhal
38758,Portugal,Reserva
38759,Portugal,Reserva
38760,Spain,Crianza
38761,US,
38762,US,Sofia Blanc de Blancs
38763,US,Devin Estate Grown
38764,US,The Birdman
38765,France,
38766,Spain,
38767,US,Durell Vineyard
38768,Spain,Brut
38769,US,Randle Hill Vineyard
38770,US,White4 Huerhuero
38771,US,Mélange Blanc
38772,US,Appellations Series
38773,Spain,Lealtanza Selección Especial Reserva
38774,US,Reserve
38775,Spain,Viña Alarba Old Vines
38776,US,Dry
38777,US,
38778,Italy,
38779,Spain,Crianza
38780,US,Chukar Ridge Vineyard Sangiovese
38781,US,
38782,Spain,Tinto Joven
38783,US,Franklin Vineyard
38784,Australia,Bitch
38785,US,
38786,US,
38787,US,Mesa Verde Vineyard
38788,US,
38789,Spain,Viña Zaco
38790,US,
38791,US,Best Barrel
38792,US,
38793,US,
38794,Chile,Private Reserve
38795,Australia,Gamekeeper's Shiraz-Grenache-Touriga
38796,South Africa,Reserve
38797,US,
38798,South Africa,Liber III
38799,Chile,Estate
38800,France,Sélection
38801,US,
38802,France,
38803,Australia,The Galvo Garage Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot
38804,France,Vieilles Vignes
38805,US,Canterbury Vineyard
38806,Argentina,Desvario
38807,France,Beaune du Château Premier Cru
38808,US,Allomi
38809,Italy,Nivole 375ml
38810,Italy,Extra Dry
38811,Austria,Brut
38812,Austria,Ausstich Tattendorf
38813,Chile,Albamar
38814,Chile,Ecos de Rulo
38815,Argentina,Limited Reserve
38816,US,Estate Grown
38817,South Africa,
38818,France,
38819,South Africa,Donatus White
38820,Germany,Wehlener Sonnenuhr Kabinett
38821,Germany,Trocken
38822,Germany,Brauneberger Juffer Sonnenuhr Spätlese #14
38823,US,
38824,France,Quintessence
38825,France,Domaine des Clairneaux
38826,Austria,Herrenholz
38827,Italy,
38828,US,Old Vine Rinaldi Vineyard
38829,US,The Victor's Spoils
38830,Austria,Gelbling
38831,US,Stoller Vineyards Ian's Reserve
38832,Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27
38833,US,Monarch Mine Vineyard
38834,Chile,Kai
38835,US,
38836,Austria,Dornenvogel
38837,Austria,Stein am Rain Federspiel
38838,Germany,Trocken
38839,Germany,Kiedrich Gräfenberg GG Trocken
38840,Germany,Brauneberger Juffer Sonnenuhr Auslese
38841,US,
38842,US,Limited Edition Blend
38843,Portugal,Três Bagos Grande Escolha
38844,Italy,Abbazia di Rosazzo
38845,Portugal,Reserva
38846,US,
38847,US,Shea Vineyard
38848,US,Mesa
38849,Chile,Gran Crucero Limited Edition
38850,France,
38851,New Zealand,Calvert Vineyard Bannockburn
38852,Italy,
38853,Italy,
38854,France,
38855,US,
38856,US,Ursa
38857,Italy,Montesodi Riserva
38858,US,Peters Vineyard Winemakers Reserve
38859,US,
38860,Italy,Riserva
38861,Italy,Madonna del Piano Riserva
38862,Spain,El Puntido
38863,Spain,Colección Privada
38864,Italy,
38865,France,
38866,France,
38867,France,
38868,France,
38869,France,
38870,France,
38871,Spain,Calvario
38872,Italy,
38873,US,Church Vineyard
38874,US,Akiko's Cuvée
38875,Italy,
38876,US,
38877,Italy,
38878,US,Alder Springs Vineyard
38879,Portugal,Pintas
38880,Israel,Gilgal
38881,US,Estate Grown
38882,US,
38883,US,Peters Vineyard
38884,Italy,Azzurreta
38885,US,Marguerite Vineyard
38886,US,Lowerre Family Estate La Barrique
38887,US,Low Tide
38888,US,
38889,US,Rosé
38890,US,
38891,US,Dry
38892,US,
38893,US,
38894,Italy,Acquadoro
38895,Italy,
38896,Israel,Just
38897,US,
38898,Italy,Incanto
38899,Bulgaria,Veni Vidi Vici
38900,New Zealand,
38901,US,Winemaker's Block
38902,US,
38903,Italy,Pèppoli
38904,US,Proprietor's Special Reserve 25th Anniversary
38905,US,Sleepy Hollow Vineyard
38906,France,
38907,Italy,Astraio
38908,France,Vieilles Vignes
38909,US,Alegria Vineyard
38910,France,Blanc de Blancs Brut
38911,US,Inkblot
38912,Canada,Rosehall Vineyard
38913,US,
38914,US,Truffle Hill Wadenswil
38915,Chile,Single Vineyard Falaris Hill Vineyard
38916,Chile,
38917,US,Richland Reserve Heritage
38918,Germany,Jacobus Trocken
38919,US,Barbareño
38920,France,Réserve Brut Rosé
38921,Chile,Visión El Recurso Single Vineyard
38922,Germany,Trocken
38923,France,Gilet Brut
38924,Germany,Hochheimer Domdechaney Erstes Gewächs Trocken
38925,US,
38926,Chile,
38927,Chile,Reserva
38928,Italy,
38929,France,Tradition
38930,Chile,Memorias
38931,Italy,Nanfrè
38932,Chile,La Palma Reserve
38933,France,Signature
38934,US,Dijon Clone
38935,Chile,Reserve
38936,Italy,Cà de' Rocchi
38937,Chile,
38938,Chile,Reserve
38939,Chile,Amplus
38940,US,John Sebastiano Vineyard
38941,US,Brut L'Ermitage Estate Bottled
38942,Italy,Morei
38943,US,R.W. Moore Vineyard
38944,US,Razorback Vineyard
38945,US,Wayfarer Vineyard
38946,France,Lavaux Saint-Jacques Premier Cru
38947,France,Lavaux Saint-Jacques Premier Cru
38948,France,Clos Windsbuhl
38949,France,
38950,US,Block Q Old Vine Bien Nacido Vineyard
38951,France,Clos des Ursules Premier Cru
38952,France,Grèves Premier Cru
38953,France,Clos Windsbuhl
38954,France,Clos Windsbuhl
38955,US,Block 8 Bien Nacido Vineyard
38956,US,Ophira
38957,Italy,
38958,US,Brut X
38959,US,Upland Vineyard
38960,Italy,
38961,US,Jenkins Ranch
38962,US,Brosseau Vineyard
38963,Italy,Gaso
38964,France,
38965,France,Procès Premier Cru
38966,France,Les Boucherottes Premier Cru
38967,US,
38968,France,Fronholz
38969,France,Cuvée Laurence
38970,France,Vieux Château Chauvin
38971,France,
38972,Spain,
38973,France,La Chapelle Gordonne
38974,France,Rosé de Léoube
38975,US,Reserve
38976,France,Perle de Rosé
38977,Spain,Inspiración
38978,France,L'Ange et Luce
38979,Italy,Donna Ernestina 18
38980,US,Harmonie
38981,Italy,Pruno Riserva
38982,Chile,Gran Reserva Serie Riberas Ribera del Cachapoal
38983,US,Sceales Vineyard
38984,Austria,Beerenauslese
38985,US,Laguna Ridge
38986,US,Brix 24.5
38987,Chile,Classic
38988,US,Ciel du Cheval Vineyard
38989,US,Backbone
38990,Spain,Herencia del Capricho
38991,US,
38992,US,Pomatia
38993,US,Eakle Ranch
38994,Austria,Heideboden
38995,Spain,Treyu
38996,US,
38997,US,Reserve
38998,US,Sleepy Hollow Vineyard Logan
38999,Spain,RSV 1601 El Duque de Lerma
39000,Spain,Calvario
39001,US,Stonetree Vineyard
39002,US,Stone Tree Vineyard Intuition Reserve
39003,Australia,Heavy Metal
39004,Italy,Rubino dei Greppi
39005,Italy,Castello di Montepò
39006,Italy,Caburnio
39007,US,Bucher Vineyard
39008,Portugal,Lua Nova em Vinhas Velhas
39009,US,Noble Roth Late Harvest
39010,Australia,Terra Barossa
39011,US,
39012,Portugal,Montes Claros Garrafeira
39013,Italy,Desiderio
39014,US,Signature Selection
39015,US,
39016,Italy,Felciaino
39017,Australia,Cullen Vineyard
39018,Italy,Riserva
39019,France,
39020,France,
39021,France,
39022,France,
39023,France,
39024,France,
39025,France,
39026,France,Cuvée Prestige
39027,France,
39028,Portugal,Evel Reserva
39029,Italy,Le Sughere di Frassinello
39030,US,Appellations Series
39031,US,DeMayo Vineyard
39032,US,
39033,US,
39034,France,
39035,US,Dry
39036,US,Estate Grown
39037,France,Burg
39038,US,
39039,France,Grand Cru Schoenenbourg
39040,Spain,Pazo Barrantes
39041,Australia,Strong Arms
39042,US,
39043,France,
39044,US,Summit
39045,France,Cru Classé
39046,US,Dry
39047,Spain,Crianza
39048,US,Piccolo Cru
39049,US,
39050,France,Baron de Hoen
39051,US,Estate
39052,US,Conservancy
39053,US,Reserve
39054,France,Clos Mireille Blanc de Blancs
39055,US,
39056,US,Vintage Debut
39057,US,Fathom
39058,Italy,Saporoia
39059,Spain,Monte Oton
39060,US,Grand Firepeak Reserve
39061,US,
39062,South Africa,Philosophers' Stone
39063,Argentina,The Marshall
39064,US,Gap's Crown Vineyard
39065,France,Domaine de l'Hermitage
39066,France,Château de Selle
39067,Portugal,Aragonês de Peceguina
39068,Italy,La Froscà
39069,US,Mancini Ranch
39070,US,La Cruz Vineyard
39071,US,Votre Sante
39072,US,Oppenlander
39073,US,
39074,France,Guy Louis
39075,US,
39076,US,Reserve Selection
39077,US,Grande Cuvée
39078,US,
39079,Argentina,Las Compuertas
39080,South Africa,
39081,US,Oregon
39082,Italy,Calvarino
39083,Portugal,Porca de Murça Reserva
39084,Portugal,Reserva
39085,Portugal,Branco
39086,France,
39087,Portugal,Quinta da Pancas Reserva
39088,Argentina,Amano Remolinos Vineyard
39089,US,Sofia
39090,Argentina,Limited Edition Reserve
39091,US,Steinbeck Vineyard
39092,Italy,500ml
39093,US,Red
39094,South Africa,
39095,Austria,Edition Chremisa
39096,Italy,Il Fresco Brut
39097,Argentina,Método Tradicional Extra Brut
39098,Austria,Mal Anders Smaragd
39099,France,
39100,France,Cuvée Terroir
39101,Italy,Brut
39102,Italy,Brut Perlé
39103,South Africa,Young Vines
39104,US,Heritage Selection Zen Ranch
39105,US,
39106,US,
39107,Italy,Verv Extra Dry
39108,Argentina,
39109,Italy,375ml
39110,France,Château de la Perrière
39111,France,Château des Bachelards
39112,Italy,
39113,France,
39114,Argentina,
39115,US,H3 Les Chevaux Red Wine
39116,South Africa,
39117,Italy,Scalabreto 500ml
39118,US,
39119,Italy,Extra Dry
39120,Italy,Luce
39121,Italy,
39122,Italy,Selezione XXV Anno
39123,France,
39124,Italy,
39125,France,
39126,Italy,Riserva
39127,Italy,
39128,Italy,
39129,US,Relentless
39130,US,Fay
39131,Italy,
39132,US,Les Galets
39133,France,
39134,Italy,Riserva
39135,Italy,Gualto Riserva
39136,Italy,Berardo Riserva
39137,Italy,
39138,France,
39139,France,Les Forts de Latour
39140,France,
39141,US,Bésoleil
39142,US,Date Night
39143,Italy,Clandestino
39144,Italy,
39145,US,Signature
39146,Portugal,Quinta da Gricha Vintage
39147,US,Kit's Killer Cab
39148,Italy,Torrione
39149,France,
39150,US,Savoy Vineyards
39151,Italy,I Lastari
39152,France,Cuvée Henri
39153,France,Cuvée Balthazar
39154,US,
39155,France,
39156,US,Barney's Heritage Cuvee
39157,US,Ingle Vineyard
39158,US,
39159,US,
39160,US,Rastaban
39161,US,
39162,US,Oak Free
39163,Italy,
39164,US,Aquebogue Estate
39165,Chile,Casillero del Diablo Reserva
39166,Germany,Trautberg Trocken
39167,Italy,Collezione Ca' del Pipa
39168,France,Mauzac Nature
39169,US,Reserve
39170,US,
39171,US,Estate Club
39172,US,Old Vine Zinfandel
39173,US,
39174,Chile,Reserva
39175,US,Sweet Claire Late Harvest
39176,France,Rosé Brut
39177,US,
39178,US,Barrel Select
39179,Italy,
39180,New Zealand,Rapaura Reserve
39181,Italy,Solosole
39182,Portugal,Portal da Aguia
39183,US,Unfiltered
39184,US,
39185,US,Cold Creek Vineyard
39186,Italy,Terre di Lavinia
39187,Italy,
39188,US,H3
39189,US,Two Vines
39190,Italy,
39191,US,Three Vineyards
39192,US,Estate Vineyards
39193,France,
39194,US,Brix Vineyard
39195,US,
39196,US,Julian
39197,New Zealand,
39198,US,La Caudrilla
39199,New Zealand,
39200,Italy,
39201,Italy,Acquagiusta
39202,Italy,Acquagiusta
39203,US,Balboa Reserve Estate
39204,Italy,Radius
39205,US,Reserve Barrel Fermented
39206,France,
39207,Italy,Riserva
39208,Italy,
39209,France,
39210,Portugal,Callabriga
39211,Austria,Rosa
39212,Portugal,Brutalis
39213,Austria,Fass 4
39214,Portugal,Marquesa de Cadaval
39215,US,Renovação Estate
39216,Italy,Praepositus
39217,Austria,Terrassen
39218,Chile,Founder's Selection
39219,Portugal,Premium
39220,Austria,Vom Donaulöss
39221,US,Gap's Crown
39222,Portugal,Terras de Monforte Escolha
39223,US,Pelos Sandberg Vineyard
39224,Austria,Klaus Federspiel
39225,US,Kobler Family Vineyard
39226,US,Jack's Hill
39227,Austria,Langenlois
39228,US,Temperance Hill Vineyard Julia
39229,Austria,Bachsatz Federspiel
39230,Portugal,Ribeiro Santo Reserva
39231,US,Estate Grown Made With Organically Grown Grapes
39232,France,Saphir Brut Vintage
39233,US,Blend 175
39234,Italy,Schulthauser
39235,Portugal,Quinta de S João Batista Reserva
39236,US,Stoller Vineyards
39237,Portugal,Quinta da Fronteira Selecção do Enólogo
39238,Portugal,Portas da Herdade Reserva
39239,US,Reserve
39240,US,Hyde Vineyard
39241,US,Block M Estate
39242,Italy,Sgarzon
39243,US,Wayfarer Vineyard Estate Grown
39244,Italy,
39245,France,Aux Murgers Premier Cru
39246,France,Cuvée Colette
39247,US,Fe Ciega Vineyard
39248,US,Savant
39249,US,Vivio Vineyard
39250,Italy,Vigneto Monte Sant'Urbano
39251,US,
39252,US,Reserve
39253,France,Clos des Couchereaux Premier Cru
39254,France,Les Estournelles Saint-Jacques Premier Cru
39255,France,Cuvée Héritiers Latour
39256,US,Lester Family Vineyard
39257,France,Clos Mathis
39258,US,
39259,US,Bien Nacido Vineyard
39260,US,
39261,US,Grande Vineyard
39262,US,Will's Cabin Vineyard
39263,US,Winery Block
39264,US,Paige's Ridge Estate Grown
39265,US,
39266,France,Aux Échanges Premier Cru
39267,US,Harper's Rest Estate Grown
39268,US,Estate Grown
39269,US,Tondre Grapefield
39270,US,
39271,Italy,
39272,Italy,Tauleto
39273,Spain,
39274,Chile,Private Edition
39275,US,
39276,US,Monastery
39277,Chile,EQ
39278,US,
39279,US,Glockner-Turner Ranch
39280,Spain,Selección Especial
39281,Austria,Steirische Klassik
39282,Chile,
39283,US,
39284,US,
39285,US,
39286,US,
39287,US,L'Insolent
39288,Italy,Sanct Valentin
39289,France,Charme des Demoiselles
39290,France,Cru de Plouget
39291,US,
39292,Chile,Max Reserva
39293,US,
39294,US,
39295,US,Anna's Vineyard
39296,Spain,Ximensis
39297,US,
39298,Chile,Reserva
39299,US,Gesture
39300,Italy,Cartizze Dry
39301,US,Single Vineyard
39302,US,Testa Vineyard
39303,US,Malibu
39304,US,Unoaked
39305,US,
39306,US,Huerhuero
39307,US,High Slopes
39308,US,Encomium
39309,US,La Cruz Vineyard
39310,France,
39311,France,Clos Mireille Blanc de Blancs
39312,Portugal,Vega Reserva
39313,France,Sensation
39314,Portugal,Grande Encontro
39315,Portugal,Paça dos Cunhas de Santar Vinha do Contador
39316,France,
39317,France,
39318,Portugal,Vinha Padre Pedro
39319,France,Esclans
39320,Portugal,Vinha das Romãs
39321,US,
39322,US,Biglieri Vineyard
39323,Portugal,Branco Reserva
39324,France,Les Jalets
39325,France,
39326,Portugal,Consensus
39327,US,Block Collection River Ranches
39328,Portugal,C.C.
39329,Argentina,Tradicional Oak Cask
39330,US,Five Sisters Blend
39331,US,
39332,US,
39333,US,Dundee Hills Select
39334,US,Central Park West Vineyard
39335,US,
39336,US,Poetry in Merlotion
39337,US,Estate Grown
39338,US,
39339,US,
39340,US,Brut Made With Organically Grown Grapes
39341,US,Dry
39342,US,
39343,US,Bordheauxd Red
39344,France,Rouvière
39345,Spain,Glorioso
39346,US,Biagini Vineyard
39347,US,
39348,US,Dry
39349,US,Alexis
39350,US,Luminoso
39351,US,
39352,US,Red4 Huerhuero
39353,US,Bootjack Ranch
39354,Italy,
39355,US,
39356,US,
39357,US,Madden Ranch
39358,US,Reserve
39359,US,Semi-Sweet
39360,US,
39361,Italy,Croce Riserva
39362,Italy,Per Cecco
39363,Australia,Terra Barossa
39364,US,
39365,US,Micro-Lot Reserve
39366,US,Red
39367,US,Red Wine
39368,US,Red Label
39369,Spain,Gran Reserva
39370,Spain,Probus
39371,France,
39372,France,
39373,Portugal,Reserva
39374,US,Late Harvest
39375,US,McFadden Farm
39376,France,
39377,Italy,Baia al Vento
39378,Italy,Adèo
39379,Spain,Roda Reserva
39380,France,Elegance
39381,Portugal,Quinta da Soalheira
39382,US,Defiance Vineyard
39383,US,The Tusk Elephant Mountain Vineyard
39384,US,Del Arroyo Vineyard
39385,Chile,Grey [Glacier] Single Block
39386,Spain,Reserva
39387,US,"Elvie's Block, Larry Venturi Vineyards"
39388,Italy,I Campacci
39389,Portugal,Special Selection
39390,US,
39391,Chile,Block Selection Reserve
39392,France,Le de Lagarde
39393,US,Reds
39394,France,Château Cheval Noir Le Fer
39395,US,Tres Tintos
39396,US,Four Boys Vineyard
39397,Italy,Extra Dry
39398,US,Brut
39399,Argentina,Ique
39400,Italy,375 ml
39401,France,Château du Grand Vernay
39402,France,Leo Vinis
39403,France,
39404,US,
39405,US,Two Vines
39406,France,
39407,South Africa,Blanc de Mer
39408,Chile,Family Selection
39409,US,Syrah
39410,Argentina,Broquel
39411,US,
39412,US,
39413,US,Girly Girl
39414,US,
39415,US,
39416,US,Old Vine
39417,Italy,Traminer Brut
39418,Chile,Xplorador
39419,France,Château Picard
39420,Italy,
39421,Italy,Le Chiuse di Sotto
39422,Portugal,Private Collection
39423,US,
39424,France,
39425,Italy,Casalino
39426,Italy,Phenomena Riserva
39427,Spain,Finca El Bosque
39428,Italy,Crognolo
39429,Italy,
39430,US,Lancel Creek Vineyard
39431,Italy,Vigna delle Raunate
39432,Italy,
39433,Italy,
39434,Italy,
39435,Portugal,Chocapalha Reserva
39436,US,Le Roi Soleil
39437,Italy,
39438,Portugal,Quinta do Panascal Vintage
39439,Italy,
39440,France,
39441,France,
39442,Italy,Suolo
39443,France,
39444,France,
39445,Italy,Riserva
39446,Italy,
39447,US,
39448,Italy,Selezione Madonna delle Grazie
39449,Italy,
39450,US,Cool Climate
39451,Chile,Reserva
39452,France,Brut Prestige
39453,US,
39454,US,
39455,US,Cuvée Jeanne Marie
39456,Chile,Single Vineyard Las Brisas Vineyard
39457,US,Black Label
39458,France,Trois Châteaux
39459,France,Pfaff Gentil
39460,Chile,Reserva
39461,Chile,Reserve
39462,US,
39463,Italy,I Roccoli
39464,Chile,
39465,France,Signature
39466,US,
39467,Italy,Camporenzo
39468,Italy,
39469,Germany,Hochheimer Kirchenstück Spätlese Trocken
39470,US,Reserve
39471,US,Hallberg Vineyard
39472,US,
39473,Germany,Schloss Trocken
39474,US,
39475,US,
39476,US,Il Nonno
39477,Italy,Marogne
39478,Germany,Wallhausen Felseneck GG Trocken
39479,Italy,
39480,US,Ingle Vineyard
39481,US,Semi Sweet
39482,France,
39483,New Zealand,
39484,Italy,Assiolo
39485,Greece,
39486,Italy,Eliseo
39487,US,Andrea La Rue
39488,Italy,
39489,France,Les Beaumonts
39490,France,Cuvée Ancestrum
39491,US,
39492,US,Larner Vineyard
39493,Italy,Scirè
39494,Lebanon,Gaston Hochar
39495,US,
39496,Italy,Rigoleto
39497,Italy,Allegra
39498,US,H3 Les Chevaux
39499,Italy,Alata
39500,US,
39501,US,The Mayor
39502,US,
39503,US,Semi Dry
39504,US,Coryelle Fields Vineyard
39505,Greece,Enoeno Dry Rosé
39506,Italy,Chorum
39507,Italy,Cassiopea
39508,Italy,
39509,Italy,Le Maestrelle
39510,Austria,Ausstich
39511,Portugal,Callabriga
39512,Italy,
39513,US,Portola Springs Vineyard Estate
39514,Portugal,Lua Cheia em Vinhas Velhas Secretum
39515,Chile,Purple Angel
39516,Austria,Grosser Satz
39517,US,Premiere Reserve
39518,Austria,Heideboden
39519,US,Tavola
39520,Portugal,Apegadas Quinta Velha
39521,Austria,Haidviertel
39522,Portugal,Reserva
39523,Germany,Wehlener Sonnenuhr Kabinett
39524,Germany,Tradition Spätlese
39525,Germany,Charta
39526,US,Turbine
39527,US,acciaio
39528,France,
39529,US,Coupe d'Or
39530,US,Lily's Cuvée
39531,US,E
39532,US,Estate Bottled
39533,Austria,Vom Berg
39534,US,
39535,Austria,Moosburgerin
39536,Portugal,Malhadinha Branco
39537,Austria,Per Due
39538,Austria,
39539,Austria,Ried Klaus Federspiel
39540,US,Verna's
39541,US,Nunes Vineyard
39542,US,Mercenary Reserve 25
39543,US,Paige's Ridge Estate Grown
39544,US,
39545,France,Aux Échanges Premier Cru
39546,US,Harper's Rest Estate Grown
39547,France,Theurons Premier Cru
39548,Chile,
39549,France,Petite Chapelle Premier Cru
39550,France,Clos du Roi
39551,US,Je Ne Sais Quoi
39552,US,Bald Mountain
39553,France,Zellberg
39554,France,Calcaire
39555,US,Block 43 Bien Nacido Vineyard
39556,US,Brosseau Vineyard
39557,US,Appian Way Vineyards
39558,US,"Precious Stone, Stone Corral Vineyard"
39559,US,Paolo's Vineyard Estate Grown
39560,US,Leras Family Vineyards
39561,US,Falleri Vineyard
39562,US,Brut Rosé
39563,US,Illegitimi Non Carborundum
39564,Italy,
39565,US,Rosella's Vineyard
39566,US,Durell Vineyard Origin
39567,US,Marley Anne
39568,US,
39569,France,Premier Cru
39570,Austria,
39571,Italy,Riserva
39572,Chile,Sibaris Reserva Especial
39573,US,
39574,US,Morning Fog
39575,US,
39576,US,Golden Delicious
39577,US,
39578,US,
39579,US,Teresa's Unoaked Estate
39580,Spain,Varietales
39581,US,Que Sera
39582,US,
39583,US,Divinity Late Harvest
39584,US,Nuages
39585,US,
39586,Austria,
39587,Austria,
39588,Chile,Tributo Single Vineyard Block #Algarrobo
39589,US,Bee Bee's Blend Estate
39590,US,Logging Road Block Estate
39591,US,Heritage Tree Vineyard Estate
39592,Spain,Tinto
39593,Spain,Cantos de Valpiedra
39594,Italy,Elicius
39595,Spain,Coma d'En Pou
39596,France,Le Château Blanc
39597,Spain,Inspiración
39598,Italy,Divus
39599,Italy,
39600,US,Precioso
39601,US,Crawford Beck Vineyard
39602,Argentina,
39603,US,
39604,US,West Block
39605,US,Red Label
39606,France,Clos Mireille
39607,Italy,Rocca Sveva Castelcerino
39608,US,Les Pommiers
39609,Italy,Motto Piane
39610,US,Delicacé
39611,France,Cuvée Château
39612,France,La Croix du Prieur
39613,Portugal,Palestra
39614,US,Estate Reserve
39615,Argentina,Gran Vin
39616,Portugal,Reserva
39617,Portugal,Reserva Branco
39618,France,Haedus
39619,US,Athena
39620,US,
39621,US,
39622,Portugal,Quinta do Cachão Reserva
39623,France,Nature
39624,US,Vintner Select Cuvée
39625,US,Estate
39626,US,Troppo Bella
39627,Portugal,Reserva
39628,South Africa,
39629,France,Corail
39630,France,Kaefferkopf Vielles Vignes Grand Cru
39631,US,
39632,US,Dry
39633,Italy,Gorelli
39634,US,Winemakers 25th Anniversary
39635,US,Michael's Vineyard
39636,US,
39637,US,Bella Novello
39638,US,Royal Escort Paladini Vineyard
39639,France,
39640,Spain,Flor de Lasierpe Viñas Viejas
39641,US,Bianco di Napa
39642,Italy,
39643,Uruguay,Identity
39644,France,Baron de Hoen
39645,US,
39646,US,Reserve
39647,Spain,Viña Centuria
39648,US,
39649,Italy,
39650,France,Nationale 7
39651,US,
39652,US,Lopez Ranch Vintners Special Select Reserve
39653,US,
39654,US,Searby Vineyard
39655,US,Keefer Ranch Vineyard
39656,US,
39657,US,The Cutrer
39658,Spain,Organic Wine
39659,US,Brut Cuvée
39660,Italy,Sasyr
39661,US,Red Willow Vineyard 1973 Block
39662,Chile,
39663,Portugal,Porca de Murça Reserva
39664,Portugal,Quinta do Grifo Grande Reserva
39665,Chile,1865 Limited Edition
39666,Italy,Belvedere Riserva
39667,Italy,Tageto
39668,France,
39669,France,
39670,France,Cuvée des Cerisiers
39671,France,
39672,Italy,Guado al Tasso il Bruciato
39673,Italy,Le Buche Olivi Cantine
39674,US,Rock Creek Vineyard
39675,Portugal,Reserva
39676,Italy,Tempo Riserva
39677,Portugal,Templários Colheita Seleccionada
39678,Portugal,Vallado Tinto
39679,Italy,Bliss
39680,Spain,Roureda Llicorella Clàssic
39681,France,
39682,Italy,
39683,France,Rubellis
39684,France,
39685,Italy,Moreccio
39686,Chile,Los Lingues Gran Reserva
39687,France,
39688,Spain,Reserva
39689,US,Red Table Wine
39690,Chile,Pionero
39691,Austria,Red
39692,Italy,500ml
39693,US,O2 Series
39694,Argentina,Reserva
39695,Italy,Spago Nero
39696,Chile,Kosher
39697,France,Le Charmois Premier Cru
39698,Australia,Layers
39699,Chile,Limited Edition
39700,US,
39701,France,
39702,US,Cashmere
39703,France,Grande Cuvée
39704,Italy,
39705,Australia,The High Trellis
39706,Italy,Verv Brut
