PII,country,designation
18063,Italy,Monte Ceriani
18064,Argentina,Afincado Las Compuertas Single Vineyard
18065,Italy,Le Creete
18066,France,Trah Lah Lah
18068,US,Hudson Vineyard
18069,US,The Vortex
18073,US,Discovery
18074,Italy,Aquilae
18075,US,La Colina Vineyard
18076,Germany,Icewine 375 ml
18077,Italy,Calanìca Nero d'Avola and Merlot
18078,Italy,Colomba Platino
18079,Italy,Monte Fiorentine
18080,Italy,Rocca Sveva Castelcerino
18082,US,Battle Creek
18083,Italy,Stemmari
18084,Italy,Stemmari
18086,Greece,Amethystos
18087,Italy,Brognoligo
18088,France,Malbec Ancestral
18089,Italy,Cantalupi
18091,Austria,L & T
18092,Austria,Grooner
18093,France,La Source
18095,US,Silver Label
18098,Austria,Lust & Laune
18099,US,Heintz Vineyard
18102,Italy,La Cala
18111,US,Estate
18112,Italy,Lagrein Rosato
18113,France,Les Cranilles
18114,France,Rasteau Le Cancarot
18115,Austria,Pfaffenberg
18118,Spain,El Albar Rosado
18120,Italy,Angimbé
18121,US,Nicholas Estate
18123,France,Cèdre Héritage
18125,Italy,Sereole
18126,Italy,Vipra Rossa
18127,Italy,Timpune
18129,Germany,Piesporter Goldtröpfchen Spätlese
18130,US,Temperance Hill Vineyard
18134,Germany,Wehlener Sonnenuhr Kabinett
18136,US,Journey
18138,Italy,San Benedetto
18139,Italy,Regillo
18140,Italy,Saula
18143,Argentina,La Puerta Gran Reserva
18144,Italy,Case Ibidini
18145,Germany,Wormser Trocken
18146,Italy,Casalj
18147,US,Temperance Hill
18149,Italy,Vigneto La Broia
18150,Spain,Mas Suau Brut Nature
18151,South Africa,Bergkelder Selection
18152,US,E Estate
18153,France,Léa
18154,Australia,The Coppermine Road
18155,US,Estate Bottled
18156,US,Reserve
18157,Spain,Señorío del Águila Reserva
18159,France,Miradou
18160,US,Geyserville
18162,US,Reserve
18163,Spain,Prior
18166,Austria,Ried Sandgrube
18168,US,Wild Z
18169,US,Sustainably Grown
18170,Austria,Rosenberg
18172,US,Estate
18174,Spain,Artazuri
18175,France,Cuvée Première
18176,Austria,Klosterkeller Siegendorf
18177,Spain,Prestigio
18185,US,BANK
18186,US,Cuvée A
18187,US,Kimberly
18190,Italy,Monte Alto
18191,Italy,Ca' Vegar
18192,Italy,Sachia
18193,Italy,Sedàra
18195,Greece,Red Rock
18196,Italy,Villa Prandone Cavaceppo
18197,US,J Cuvée 20
18198,Italy,Torre di Giano
18200,Italy,Monte Fiera
18203,US,Lafond Vineyard Pommard Clone
18204,South Africa,Blueish Black
18205,Italy,Stellato
18206,US,Vista Hills Vineyard
18207,France,Latitude 44
18208,US,Jenkins Ranch
18209,US,Mustang Springs
18211,US,Boulder Red
18213,Spain,Mas Suau Brut Rosé
18214,US,Lot 6
18215,US,Estate Vineyard
18216,France,Cuvée Carolle
18217,US,Estate
18218,France,iPink
18219,Spain,Crianza Viñas Viejas
18220,US,Heritage Cuvée
18221,France,Cuvée Victoria
18222,Spain,Señorío del Águila Gran Reserva
18224,Spain,Rupestris
18225,France,Nature Red Wine
18226,US,Hidden Horse
18227,South Africa,Five's Reserve
18228,Austria,Kellermeister Privat
18230,US,Lafond Vineyard
18231,US,Top Chef
18232,US,Midnight Reserve
18234,Spain,Proyecto Cu4tro
18235,Italy,Carolina Marenga
18238,US,Reserve
18240,Italy,Le Rive
18241,Argentina,Signature
18243,US,99W
18244,US,Diamond Dust Vineyard
18245,Germany,Wormser Liebfrauenstift-Kirchenstück Trocken
18246,Italy,Saturnino Rosato
18247,Argentina,Old Vine
18250,Italy,Rubesco
18251,Italy,Casette Foscarin
18253,South Africa,Pincushion Vineyard
18254,US,Discovery
18255,US,Especiale
18256,Austria,Austrian Pepper
18258,Italy,I Cérceni
18260,US,Coquille Blanc
18262,France,Albatros
18263,Italy,Argillaia
18264,Italy,Stemmari
18266,Italy,Fine Dry
18267,US,Woodruff Family Vineyard
18268,South Africa,Oro
18269,Argentina,Catena
18270,US,Seven
18274,US,Los Alamos Vineyard
18277,Germany,Pinot Noir
18278,US,Hilltops
18280,US,Timothy
18283,US,"Merrillie, EWV Block 32220"
18284,US,Lafond Vineyard
18288,Italy,Cembali
18290,US,Mystic Vineyard
18291,France,Duras et Braucol
18292,France,Le Régal du Loup
18294,US,Cuvée Charlotte
18295,Italy,Musè
18296,US,SRH
18299,Italy,Terre di Ginestra BlanQ
18301,South Africa,Sultry
18305,US,Lot #6
18306,Spain,Sangre de Toro de Casta
18308,US,Barrel Fermented
18309,US,Barrel Fermented
18310,France,Provence
18311,Austria,Lust & Laune
18313,Italy,Pralis
18314,US,Huntington
18315,France,Le Pont
18318,Spain,Monastrell
18319,Italy,Collection
18320,France,Signature
18321,US,The Ringneck La Encantada
18322,US,Barrel Fermented
18323,Spain,Selección Mesache Tinto
18324,Spain,Crianza Old Vine
18326,US,Unoaked
18328,US,Reserve
18329,US,Rosato
18331,US,Prince Hill 115
18332,US,Annahala Vineyard
18334,Italy,Nerosanlorè
18335,Italy,Riserva
18336,France,Premier Pas
18338,Italy,I Tarai
18340,Greece,Estate
18341,France,La Perdrix
18342,Italy,Cà Visco
18344,US,Grateful Red
18345,Italy,Mamertino
18348,US,Estate
18350,Argentina,Urban Uco
18352,Italy,Monte Grande
18353,Italy,Campogrande
18356,US,Dutton Ranch
18357,US,Westside
18359,Argentina,Zeta
18360,US,Dry
18362,France,Provence One
18363,Austria,Red
18364,Austria,Trie White
18365,Spain,Old Vine
18367,US,Regan Vineyard
18370,Spain,Rosado Joven Tempranillo
18371,US,Communication Block
18372,Spain,Real de Aragon
18373,US,Bluffs
18374,Spain,Single Vineyard Estate Bottled
18378,US,Estate
18379,US,Hollystone-Collins Old Vines
18381,France,Cep d'Or
18382,US,Proprietor's Reserve
18383,US,Regan Vineyard
18385,Spain,Reserva Selecció Vinyes Velles
18387,US,Lot 320
18390,US,Upsilon Rosé of Syrah
18391,Italy,Deor Raboso Rosé Spago
18395,US,Reserve
18396,France,Domaine Le Garrigon
18400,US,Signature Estate Cuvée
18402,US,Charm Acres
18403,US,Top Chef
18404,US,Lot 314
18406,Spain,La Aldea
18409,France,Jules
18410,France,Arbaude
18413,Italy,Blu Giovello
18414,US,Four Mile Creek
18415,US,Windsor Oaks Vineyard
18416,France,Domaine Fontanyul
18417,US,Cuveé le la Luna
18418,US,Rosé of Pinot Noir
18422,Germany,Apollo-Falter Valwiger Rosenhang Kabinett
18423,US,Pinnacles Ranches
18424,Italy,D'Incanto
18425,South Africa,Young Vines
18426,Italy,Pepita
18428,Greece,Réserve
18429,Italy,Vinujancu
18430,France,Antisto
18431,Italy,Stemmari
18433,Italy,Podere San Michelin
18434,Italy,San Michele
18436,South Africa,Synergy Cape Blend
18437,Italy,Vipra Bianca
18438,Argentina,Catalpa Old Vines
18440,Italy,Becco Giallo Riserva
18441,South Africa,Edgebaston
18442,France,Rouge
18443,Italy,Krita
18444,Italy,Montesei
18448,Italy,Vigneti di Monteforte
18450,US,Vino Dolce
18452,Spain,Dama de Toro Crianza
18457,Spain,Crianza
18459,US,Limited Production
18460,US,Lot 292
18462,Spain,Garnacha Negra-Syrah
18463,US,Estate Grown
18468,Spain,Duque de Medina Crianza Old Vine
18469,US,Lot 313 Field Blend
18471,France,Cuvée du Golfe de Saint-Tropez
18473,Spain,Reserva
18474,Spain,Reserva
18475,US,West Vineyard Tradizionale
18476,US,Lot 12
18478,Spain,Vertus Crianza Wine Made with Organically Grown Grapes
18479,US,Los Olivos Vineyard
18480,Italy,Case Ibidini
18483,Argentina,Reserva
18484,US,Verde Vineyards
18485,Argentina,Ikella
18486,Italy,Morabianca
18487,Greece,Green Passion
18489,Argentina,Estate
18491,Italy,San Michele
18493,Italy,Custodia Le Noci
18494,Italy,Val dei Molini
18497,Austria,Veltlinsky
18500,Italy,Valdicia
18501,Italy,Pievecroce
18505,US,Adams Vineyard Reserve
18506,US,Oracle
18507,US,Bald Mountain VIneyard
18509,Italy,Terra Rossa
18510,Spain,Roble
18511,Spain,Gran Reserva
18512,US,Gatto Bianco
18513,Spain,Ennak Criança
18515,US,Lot 5
18517,Spain,Chardonnay-Viura-Muscat
18519,US,Unionville Home Single Vineyard Estate Bottled
18521,Spain,Duque de Medina Tinto
18522,Spain,Reserva Old Vine
18523,US,Red Splash
18524,Spain,Ennak
18525,Spain,Crianza
18526,US,Estate grown
18527,US,The Clippings
18531,Spain,Crianza
18532,Spain,Vinya Laia
18533,US,The Grass Cutter
18534,Spain,Valdeleña
18535,Spain,Rojo Granrojo
18537,US,Tondre Grapefield
18538,Spain,Hoya de Cadenas Reserva Privada
18540,Argentina,Catena Alta
18541,South Africa,Adama
18543,Greece,Vin de Crete
18545,South Africa,Cathedral Cellar
18549,South Africa,Sincerely
18550,US,Brandlin Vineyard
18552,Italy,Ca' Grande
18554,US,Estate Vineyard
18555,US,Reserve
18556,Italy,Chiaro di Stelle
18559,Italy,Corte del Sole
18560,South Africa,Fantail Unwooded
18562,Argentina,Cool Climate Selection
18567,France,Lou Prince
18569,US,Elements by Artesa
18571,Germany,Zeltinger Sonnenuhr Auslese
18574,Italy,Capitel Alto
18575,US,Folin Vineyard
18576,Italy,Gibilmoro
18577,Italy,Campo le Calle
18578,Italy,Staforte
18579,France,Colombelle Blanc
18580,US,Reserve
18583,Germany,Ex Bibliotheca subterranea Eiswein 375 ml
18584,US,Unoaked
18586,South Africa,Sunbird
18597,Italy,Bacca Bianca
18602,Spain,Premium
18604,Spain,Unus
18605,US,Reserve
18608,Spain,Maceració Carbónica Garnatxa Negra
18611,US,Stolpman Vineyard
18612,US,Primary
18613,Spain,Circles Syrah & Garnacha
18614,US,Top Chef
18615,Spain,Duque de Medina Reserva Old Vine
18616,Spain,Manon
18617,US,Family Reserve
18618,Portugal,Vintage
18619,US,Pennacchio Vineyard
18620,US,Family Reserve
18621,Portugal,30 Years Old Tawny
18622,US,Sigrid
18623,Portugal,Vintage
18624,US,Sierra Mar Vineyard
18625,Portugal,Pape
18626,US,Bergström Vineyard
18628,France,Château Bouscassé Vieilles Vignes
18629,US,Reserve
18632,Italy,Massoni
18633,Austria,Austrian Cherry
18634,Italy,Terre di Ginestra
18635,Argentina,Reserve
18637,Italy,Negroamaro Rosato
18638,Italy,Pressoni
18639,Italy,Ca' Vegar
18640,Italy,Incontro
18641,France,Blason d'Aussières
18642,South Africa,Donatus White
18644,Argentina,Made With Organic Grapes Oak
18648,US,Prince Hill
18649,Italy,Gibilmoro
18650,Argentina,Reserve
18651,Argentina,Lo Tengo
18655,France,Les Fumees Blanches
18656,Argentina,Elevated
18658,Argentina,Reserva
18659,US,Cuyama River
18661,Portugal,Batuta
18662,France,Château Montus
18663,Italy,Piano di Montevergine Riserva
18664,US,Memento
18665,US,Generations
18666,Portugal,20 Year Old Tawny
18667,Portugal,TN
18668,US,de Lancellotti Vineyard
18669,US,Freedom Hill Vineyard
18670,Italy,Villa Gemma
18671,US,Evenstad Reserve
18672,Portugal,Reserva
18673,Portugal,Colheita
18676,US,Reserve Bovet
18677,US,Elivette
18678,US,District Collection
18679,US,Savoya Vineyard
18680,US,Durell Vineyard
18681,US,Côte Sud Vineyard
18682,US,Monument Tree Vineyard
18683,US,Nova Vineyard
18684,Portugal,Colheita
18685,US,Half Mile
18686,US,Le Roi
18687,US,OFS
18688,France,Collection
18689,US,Elk Prairie Vineyard
18690,Argentina,Del Pecado
18691,US,Gilsson Vineyard
18692,Italy,Le Volpare
18694,Italy,Melibéo
18695,US,Estate
18696,US,Coastal Series
18697,Italy,Turranio
18700,US,Filigreen Farm
18704,Italy,La Capelina
18706,US,Estate Bottled
18707,Austria,Steinbügel Reserve
18708,South Africa,Young Vines
18709,US,Homestead
18710,US,Angela
18711,Italy,Rocca Sveva
18712,Italy,La Bambina
18713,Italy,Zagra
18714,Argentina,Reserva
18715,Italy,Grisela
18716,US,Coryelle Fields Vineyard
18717,South Africa,Cape Blend
18718,Argentina,Killka
18719,US,Equinox Red Blend
18720,US,Reserve
18721,France,Cuvée Réserve de l'Aïeul
18722,US,To Kalon Vineyard I-Block
18723,Portugal,Grande Reserva Classico
18725,Italy,Marciliano
18726,Portugal,S
18727,France,Notre Dame des Champs
18728,US,Louise Vineyard
18729,US,Butler Vineyard
18730,US,Hawk Hill Vineyard
18731,France,Haute Collection
18732,Portugal,Colheita
18734,US,Estate
18735,US,Cote de Castelero
18736,Portugal,Quinta da Pellada
18737,Portugal,Quinta da Pellada Branco
18738,US,Jessie Vineyard
18739,US,Ritchie Vineyard
18740,Chile,Don Melchor
18741,US,Chestnut Hill Vineyard
18742,Portugal,Bioma Vinha Velha Vintage
18743,Portugal,Redoma
18744,Portugal,20 Year Old Tawny
18745,Italy,Pelago
18746,Portugal,Monte Cascas Grand Reserva
18747,France,Grand Millésime
18749,US,Brix Vineyard
18750,Argentina,Lunta
18751,US,Morning Fog
18753,Argentina,Serie A
18755,Italy,Luna
18756,US,Adams Vineyard
18757,Italy,Vigneto Terre Lunghe
18759,Italy,Castelcerino
18760,Argentina,Reserve
18761,US,SLH Estate
18762,Germany,Original
18763,Italy,Vicario
18764,Italy,Cretara
18766,US,SRH
18768,US,Estate
18770,Italy,Colli Scaligeri
18773,Italy,Saula Carta Nera
18775,Italy,I Fiori
18776,Italy,Silenzi
18777,US,Old Vine
18778,South Africa,Biography
18779,Argentina,Yauquén
18780,US,The Pointer
18781,US,Larry Hyde & Sons Vineyard
18782,France,L'Extase
18784,Italy,Serpico
18785,France,La Lande Cavagnac
18786,US,Estate Collection
18787,US,Contrarian
18788,France,K
18789,Chile,Gravas del Maipo
18790,Portugal,20 Years Old Tawny
18791,US,Eileen Vineyard
18792,US,Estate
18793,France,Prieuré de Cenac
18794,US,Bella's Blend
18796,US,Prevail Back Forty
18797,US,Reserve
18800,US,Cumberland Reserve
18801,France,F# (Fa)
18803,US,Rockpile Ridge Vineyard
18805,US,Tré Terre
18806,US,Oppenlander Vineyard
18807,US,Germaine Vineyard
18813,Italy,Aquilae
18814,Argentina,Estate
18815,Italy,Colle San Lorenzo
18817,Austria,Grooner
18818,US,SHL Estate
18819,France,Colombard/Ugni Blanc
18821,US,Paso Bordo
18826,Argentina,Gran Assemblage
18827,US,Signature Collection
18828,US,SRH
18829,US,Cuvée
18830,US,Y3
18831,Argentina,Ikella
18833,France,Vielles Vignes
18834,France,Colombelle
18835,Italy,Il Sestante Vigneto San Martino
18837,Argentina,Reserva Unoaked
18840,US,Knoll
18841,US,Jerome Reserve
18842,Italy,Torcicoda
18843,Portugal,Redoma Branco
18844,US,Tondre Grapefield
18845,Portugal,Dona Sophia
18846,Portugal,Muge Vingas Velhas
18848,US,Illustration
18850,US,Monarch Mine Vineyard
18851,Portugal,PV
18852,Italy,Lumen Riserva
18853,US,Chavez-Leeds Vineyard
18855,US,Dollarhide
18857,US,Clark-Claudon Vineyard
18858,US,Freedom Hill Vineyard
18859,Portugal,Falcoaria Classico
18860,Portugal,TN Grand Reserva
18861,France,Grand Vin
18863,US,Forgotten Vines
18864,US,Dutton Ranch Emereld Ridge Vineyard
18865,US,Paramour
18866,France,Château Bouscassé
18868,US,Abbott Claim Vineyard
18869,US,Sleepy Hollow Vineyard Estate Grown
18870,South Africa,John B. Cabernet Sauvignon-Tinta Barroca
18873,France,Le Dog d'Anaïs
18874,US,Fool Overruled
18875,Argentina,Classic
18876,US,Estate Grown
18877,Greece,Reserve
18878,Italy,Castello
18882,Argentina,Finca Castro Barros Reserva
18883,Italy,Calanìca Insolia and Chardonnay
18884,Italy,Villa Prandone Aurato
18885,Greece,Sweet Red Wine
18886,US,Melon de Bourgogne
18891,US,815
18892,France,Colombard/Sauvignon
18894,Italy,Trebì
18900,US,Estate
18901,US,Dollarhide Elevation
18903,Portugal,Premium Trincadeira-Aragonez
18904,US,Maboroshi Vineyard
18905,France,Cuvée Pierre le Grand
18906,US,Guadalupe Vineyard
18907,US,Clos Madeleine
18908,US,Century Vines
18910,Germany,Brauneberger Juffer-Sonnenuhr Spätlese
18911,Italy,Opi Riserva
18912,France,Notre Dame des Champs
18913,Chile,Terrunyo Vineyard Selection Block Las Terrazas Unfiltered
18915,US,Reserve
18916,US,Emelia's Cuvée
18917,Portugal,Late Bottled Vintage
18918,US,No. 7 Sonoma Collection
18919,US,Selleck
18920,US,Katherine's Vineyard
18921,US,Estate
18922,US,Canary Hill Vineyard
18923,US,Guadalupe Vineyard
18924,US,Nysa Vineyard
18925,Italy,Le Vigne a Capanno
18926,US,Nysa Vineyard
18927,US,*%#&@!
18929,Canada,Stewart Family Reserve
18932,Argentina,Felino
18934,Greece,Cava
18935,Germany,Spätlese
18936,Italy,I Fiori
18942,Argentina,Amalaya
18943,Italy,Terre di Monteforte
18944,Argentina,Dos Fincas
18946,Argentina,Old Vine
18947,US,Estate
18948,Germany,Blauer Trocken
18950,Italy,Trebì
18952,Italy,Terra dei Forti
18954,Austria,Hochterrassen
18958,Germany,Late Harvest Spätlese
18959,Germany,Leiwener Klostergarten Halbtrocken
18960,France,L'Excellence de Marty
18961,US,Yamhill Cuvée
18962,Chile,Founder's Selection
18968,US,Confero
18970,US,Carabella Vineyard
18971,France,D (Ré)
18972,Portugal,Late Bottled Vintage
18973,Chile,Herú
18974,US,District Collection
18976,Portugal,Quinta do Mourão Rio Bom Colheita
18978,Chile,Pequeñas Producciones
18979,US,Lolonis Vineyard
18980,Germany,Bernkasteler Badstube Spätlese
18981,US,Estate Bottled
18982,US,Vista Hills Vineyard
18983,Portugal,Falcoaria Reserva
18985,Italy,Torcicoda
18986,US,Chronology Grand Reserve
18987,Chile,EQ Coastal
18988,Portugal,Vertente
18990,Italy,Vigne Maiores
18992,Italy,N
18994,France,Jules Sauvignon Blanc/Colombard
18995,US,Coastview Vineyard
18996,Germany,Sweet
18999,Italy,Pentima
19002,Greece,Asprolithi
19004,US,Old Vine
19006,Italy,Aragosta
19007,US,Knotty Vines
19008,Argentina,Trumpeter
19009,US,Estate Bottled
19011,US,Vendemia Vineyard Reserve
19012,Argentina,Tarquino
19013,US,Pazzo
19015,Argentina,Altosur
19019,Germany,J.R. Junior
19020,US,Lachini Vineyard
19021,US,Bechthold Vineyard
19022,Portugal,Falcoaria Branco
19023,France,K-Lys
19024,Chile,Terrunyo Vineyard Selection Block 27 Unfiltered
19025,France,L'Abbaye
19027,US,Estate
19028,Portugal,Private Collection
19029,Portugal,Reserva Branco
19030,Italy,Pieluni Riserva
19031,Italy,Cúmaro Riserva
19032,US,Willakia Vineyard
19033,US,Parenthesis
19034,France,Le Vallon
19036,US,Buchignani Vineyard
19038,France,Orbe Noir
19039,US,Morisoli Vineyard
19041,Italy,Tullum
19042,France,Prieuré de Cénac Mission
19043,Italy,Cagiòlo
19044,Chile,Gran Reserva
19045,Italy,Masseria Maìme
19047,France,Collection Plaimont
19048,Portugal,Grande Escolha
19049,Portugal,Catedral Reserva
19051,France,Grande Tradition
19053,Italy,Biro
19054,Argentina,Urban Uco
19055,US,Reserve
19056,Argentina,Reserva
19059,Germany,Spätlese
19064,US,Mandala
19066,Italy,Cretara
19068,Germany,Castle Hill Trarbacher Schlossberg Kabinett
19069,US,Tolleson High Corniche
19074,Italy,Vincastro
19075,US,Mandala
19078,Argentina,Reserve
19080,France,Cyrano de Bergerac
19081,Portugal,Churchill Estates
19083,US,Carpe Noctum
19084,Italy,Ursonia
19085,Portugal,10 Year Old Tawny
19087,Portugal,AB
19088,Italy,Cagiòlo Riserva
19089,Portugal,Tinto
19090,US,Nicholas Estate
19091,US,Stermer Vineyard
19092,US,White Grass
19093,US,Private Reserve
19094,Chile,Ritual
19095,US,Felicity
19096,Italy,Bocca di Lupo
19097,Italy,Pago dei Fusi
19098,Italy,Arvino
19099,US,Momtazi Vineyard
19100,US,Estate
19101,France,L'Empreinte de Saint-Mont Blanc
19102,France,Notre Terre
19103,Italy,Edizione Cinque Autoctoni
19104,US,Trésor
19109,US,Nicholas Estate Reserve
19111,US,Deep Rosé
19112,Italy,Res Dei
19113,Italy,Montecletha
19115,Greece,Moscofilero-Rhoditis
19118,Argentina,Urban Uco
19119,Italy,Il Gattopardo
19124,Argentina,Broquel
19127,Argentina,Tiara
19128,Italy,Coste all'Ombra
19129,US,Reserve
19130,Argentina,Premium
19131,US,Incredible Red
19135,Italy,Vintage
19136,France,Cuvée Prestige
19138,US,Elements by Artesa
19139,Italy,Soraighe
19140,France,Cuvée le Clos
19141,Italy,Colle dei Cerri
19142,US,Shea Vineyard
19143,France,Passion d'une Vie
19144,Chile,Gran Reserva
19145,US,Special Reserve
19146,Italy,Zanna Riserva
19147,US,Blueprint
19148,US,No. 76
19149,US,Ghielmetti Vineyard
19150,Italy,Visellio
19151,US,Shea Vineyard
19152,US,Hawk's View Vineyard
19154,US,Garys' Vineyard
19155,US,Ribbon Springs Vineyard
19156,Portugal,Premium
19157,Portugal,Alicante Bouschet+Aragonez+Trincadeira Reserva
19158,Italy,Riserva
19159,US,Grand Firepeak Cuvée
19160,Portugal,Vertice Millésime
19161,US,Ryan
19162,France,Odyssée
19164,US,Estate Reserve
19165,Portugal,Monsaraz Premium
19166,US,Von Weidlich Vineyard
19168,France,Valensol
19169,France,L'Extase
19185,US,Lillie Vineyard
19187,Italy,Tranoi
19188,Argentina,Remolinos Vineyard
19191,Argentina,Roble
19195,Germany,Spätlese
19198,Italy,Vigne Alte
19199,Italy,Carniga
19200,France,K-Or
19201,US,Dutton Ranch
19202,Italy,Marina Cvetic'
19203,US,Cañon Creek Vineyard
19204,Portugal,Grande Escolha
19205,Chile,Gran Reserva
19206,US,Mernet
19207,US,Carter Vineyard
19208,France,Grand Terroir Syrah-Grenache-Mourvèdre
19209,France,Grande Réserve
19210,Germany,Bernkasteler Badstube Spätlese
19211,Portugal,Dócil
19212,US,Obsidian Ridge Vineyard
19213,Portugal,Q de Sant'Ana
19214,Portugal,Referencia Grand Reserva
19215,Chile,Q
19216,Portugal,Bruto
19217,Portugal,10 Year Old Tawny
19219,Italy,Spelt
19220,Portugal,Colheita
19221,Portugal,Charme
19222,France,Château de Crouseilles
19223,France,Cuvée 1907
19224,Portugal,Reserva Branco
19225,Germany,Josephshöfer Spätlese
19227,US,de Villiers
19228,US,Mills
19234,Italy,Buon Appetito
19235,Argentina,Trumpeter
19239,US,Red
19240,US,Jubilee Vineyard
19241,Argentina,Luna Benegas
19242,US,Estate Reserve
19244,France,Réserve St. Martin
19247,Italy,Marogne
19248,Germany,Zeller Schwarze Katz
19250,Argentina,Coiron
19251,Greece,Klima
19255,Argentina,Premium Made With Organic Grapes Blend de Familia
19257,US,Fairview Road Ranch
19258,Argentina,Reservado
19261,US,Estate
19262,US,Cool Coastal Vineyards
19263,Italy,Opi Riserva
19264,Italy,Passo del Lupo Riserva
19266,Germany,Scharzhof
19267,US,La Encantada Vineyard
19268,US,Crannell Single Vineyard
19270,France,L. Robert Milan 57
19272,US,Beckstoffer Georges III
19275,US,Paragon Vineyard
19276,US,Monarch Mine Vineyard
19278,Chile,Reserva de Familia
19279,Germany,Vom Schiefer Trocken
19281,Italy,Margae
19283,Chile,Reserva
19284,Italy,Jèma
19285,US,Shea Vineyard
19286,US,"Rio Tinto, Silvaspoons Vineyard"
19287,France,Le Mignon
19288,Germany,H
19289,Chile,Limited Edition
19290,Argentina,Premium
19293,Argentina,Alto Las Tacas
19298,Argentina,Llama Old Vine
19300,Italy,V90
19304,US,Rosado de Pinot Noir
19305,US,Hillside Reserve
19306,Argentina,Barrel Select
19309,US,Proprietor's Reserve Old Vine
19310,Germany,Bechtheimer Rosengarten Eiswein 375 ml
19312,Argentina,Don Nicanor
19314,US,Old Vine Street
19315,Argentina,Reserva
19316,Argentina,Alto Las Tacas
19317,Argentina,Viña Cornejo Costas High Altitude Vineyards
19319,Argentina,Casa
19320,US,Estate Grown
19321,US,Estate Grown
19322,US,Marjorie Vineyard
19323,Italy,Aldiano Riserva
19324,US,Dijon 76 Estate
19325,US,Olalla Vineyard
19326,Italy,Cúmaro Riserva
19327,US,Maldonado Vineyard
19328,Italy,Tre Saggi
19329,US,Logan Sleepy Hollow Vineyard Estate Grown
19331,US,Domaine Danielle Laurent
19332,Portugal,10 Years Old Tawny
19333,France,L'Empreinte de Saint-Mont
19334,Portugal,Quartilho
19335,US,Family
19336,US,Rockpile Ridge Vineyard
19337,US,Estate
19338,US,Jerusalem Hill
19340,Germany,Steinreich Trocken
19341,US,Estate
19342,Chile,Terroir Selection Gran Reserva
19343,US,Reserve
19344,US,Two Fourteen
19346,Italy,Tre Saggi
19347,Portugal,Tiara
19348,Italy,San Lorenzo
19349,US,DTR Ranch
19350,Argentina,Martin Fierro
19351,Argentina,Reserve
19352,Argentina,Artist's Collection
19353,US,Discovery
19354,US,En Chamberlin Vineyard
19355,Australia,Rare
19356,US,Cailloux Vineyard
19357,US,Royal City Stoneridge Vineyard
19358,US,Widowmaker
19359,Australia,Isabella Rare
19360,US,En Cerise Vineyard
19361,US,Heart Stoneridge Vineyard
19362,US,Litton Estate Vineyard
19363,US,Bionic Frog
19364,Australia,Rare Muscadelle
19365,US,Skull Stonebridge Vineyard
19366,Australia,Merchant Prince Rare
19367,US,Armada Vineyard
19368,US,Hirsch Vineyard
19369,US,Old Bones Stoneridge Vineyard
19370,US,As The Crow Flies
19371,US,Allen Vineyard
19372,France,Le Méal Ermitage
19373,US,Fractured Flowers
19374,US,Beeson Ranch
19375,US,Champoux Vineyard
19376,US,Backus Vineyard
19377,US,India Ink
19378,Australia,Calliope Rare
19379,US,The Devil & The Deep Blue Sea
19380,Chile,Nimbus Single Vineyard
19382,Germany,Scharzhofberger Spätlese
19383,Portugal,Late Harvest
19384,US,Dutton Ranch
19385,Portugal,Ten Year Old Aged Tawny
19386,Chile,Single Vineyard Plot: Sauco
19387,US,Estate
19390,US,Enigma
19392,US,Sunnyside Single Vineyard
19393,Italy,Varius
19394,Italy,Elkon
19395,Chile,Single Vineyard
19396,Italy,Edizione Cinque Autoctoni
19397,France,Lou Prince
19399,Italy,Antrum
19400,France,Cuvée le Clos
19401,France,K-Price
19402,Chile,Limited Selection
19403,US,No. 81 Sonoma Collection
19404,Chile,Orzada
19405,US,Reserve
19406,Portugal,Grande Escolha
19407,Portugal,Ameal S.H.
19408,Portugal,Grande Escolha
19409,Chile,Reserva de Familia
19410,US,Estate
19411,France,Toques et Clochers Océanique
19413,Italy,San Calisto
19414,Chile,Nimbus Single Vineyard
19415,Portugal,Late Bottled Vintage
19416,France,Villa la Réserve
19417,Portugal,Tinto
19418,Portugal,Vertice Grand Reserva Tinto
19419,France,Empyrée
19420,France,Collection
19421,Portugal,Trincadeira-Aragonez
19422,US,Estate Selection
19423,Chile,Single Vineyard Plot: Anís
19425,Italy,Torre Migliori
19426,US,Olson Estate Vineyard
19427,Italy,Kebir
19428,Italy,"Riserva 0,618"
19429,Chile,1865 Single Vineyard
19430,Portugal,2 Duas Castas Gouveio-Verdelho
19431,US,Zena Crown Vineyard
19432,Italy,50th Vintage Riserva
19433,Chile,Wild Ferment
19434,US,Prevail West Face
19435,Portugal,Serradayres Reserva
19436,Chile,Gran Toqui
19437,France,Cyrano de Bergerac
19438,France,Vieilles Vignes
19439,France,No 46
19440,Australia,Para Tawny
19441,US,Carrie's
19442,Italy,Monte Fante Riserva
19443,Australia,Grand
19444,US,Frog Prince
19445,US,The Oracle of Delphi
19446,US,Eisrébe
19447,Italy,Riserva Sergio Zenato
19448,US,Northridge
19449,US,Kubernetes
19450,US,Red Wine
19451,US,Artemis
19453,France,Altenbourg
19454,US,Ice Wine
19455,US,Babcock Vineyard
19456,US,Reserve
19457,France,L'Ermite Ermitage
19458,US,Insignia
19459,Italy,Pergole Vece
19460,US,Ampelos Vineyard
19461,US,Precious Mountain Vineyard
